examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:10000a38 00000004 b bKEY_ABA_LONG.13466
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:10000a3c 00000004 b bKEY_ARR_LONG.13467
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:10000a40 0000003c b teclas
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:10000000 00000004 d nKEYS
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:10000a7c 00000004 b heap_end.5778
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000794 00000044 t Board_LED_Init
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a0007d8 00000040 t Board_TEC_Init
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000818 00000040 t Board_GPIO_Init
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000858 00000030 t Board_ADC_Init
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000888 00000038 t Board_SPI_Init
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a0008c0 00000024 t Board_I2C_Init
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a007594 00000008 t GpioButtons
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a00759c 0000000c t GpioLeds
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a0075a8 00000012 t GpioPorts
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a0075c0 00000004 t InitClkStates
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a0075c4 00000074 t pinmuxing
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000a30 0000002c t Chip_UART_GetIndex
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a007638 00000008 t UART_BClock
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a007640 00000008 t UART_PClock
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000b98 00000014 t Chip_ADC_GetClockIndex
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000bac 00000032 t getClkDiv
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000c74 000000a4 t pll_calc_divs
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000d18 0000010c t pll_get_frac
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a000e24 0000004c t Chip_Clock_FindBaseClock
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a001098 00000022 t Chip_Clock_GetDivRate
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:10000a80 00000008 b audio_usb_pll_freq
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a007654 0000006c t periph_to_base
examples_c/sapi/gpio/TP_PdM_10Ch/out/TP_PdM_10Ch.elf:1a0076c0 00000048 t InitClkStates
